,ID,innings,total_run,Venue,batter1,batter2,batter3,batter4,batter5,bowler1,bowler2,bowler3,bowler4
1401,548306,2,60,22,96,93,183,89,84,121,212,106,69
1402,501271,1,35,22,11,57,172,89,84,30,222,217,183
1403,501271,2,69,22,29,61,124,89,84,58,113,98,39
1404,501270,1,62,22,108,110,154,89,84,150,159,74,20
1405,501270,2,38,22,60,24,124,89,84,121,212,106,141
1406,501269,1,36,46,92,22,147,89,84,94,202,48,70
1407,501269,2,45,46,100,129,170,89,84,114,131,190,18
1408,501268,1,59,46,55,29,124,89,84,122,236,274,138
1409,501268,2,30,46,96,138,183,4,76,30,158,247,141
1410,501267,1,29,11,13,144,158,58,78,58,99,39,141
1411,501267,2,45,11,11,148,71,103,109,53,217,158,141
1412,501266,1,54,19,60,83,159,124,84,94,50,33,186
1413,501266,2,49,19,100,145,149,89,84,150,213,167,66
1414,501264,1,48,15,145,105,124,89,84,93,72,98,141
1415,501264,2,55,15,11,57,124,89,84,206,169,168,141
1416,501263,1,40,46,101,118,154,89,84,53,217,161,141
1417,501263,2,34,46,132,9,158,58,78,90,212,80,141
1418,501262,1,36,7,100,129,170,89,84,30,158,222,141
1419,501262,2,62,7,29,61,124,89,84,169,23,48,99
1420,501261,1,53,22,96,158,124,89,84,114,177,243,116
1421,501261,2,59,22,25,141,147,89,84,201,169,274,141
1422,501260,1,54,15,132,41,124,89,84,129,182,240,20
1423,501260,2,46,15,60,24,102,124,84,53,85,232,141
1424,501259,1,30,7,108,110,154,45,84,30,222,166,141
1425,501259,2,39,7,29,61,185,77,84,90,104,209,25
1426,501258,1,40,16,96,158,7,89,84,73,50,121,141
1427,501258,2,53,16,100,129,170,89,84,201,169,274,141
1428,501257,1,28,15,11,142,71,89,84,146,138,243,141
1429,501257,2,65,15,25,141,124,89,84,58,113,98,141
1430,501256,1,27,46,29,61,185,89,84,23,162,167,141
1431,501256,2,38,46,60,24,102,89,84,30,222,217,136
1432,501255,1,29,19,25,141,147,88,53,53,85,207,141
1433,501255,2,40,19,132,41,158,12,84,146,138,243,141
1434,501254,1,50,16,60,24,124,89,84,90,104,26,141
1435,501254,2,50,16,101,134,154,89,84,23,159,74,141
1436,501253,1,54,22,11,57,172,127,94,53,148,242,141
1437,501253,2,24,22,132,136,55,12,59,58,100,98,141
1438,501252,1,41,38,54,125,175,89,84,73,50,121,24
1439,501252,2,57,38,100,129,170,106,84,114,131,18,141
1440,501251,1,57,33,108,110,124,89,84,93,72,98,86
1441,501251,2,59,33,11,57,124,89,84,90,24,209,92
1442,501250,1,60,35,60,24,124,89,84,206,169,168,141
1443,501250,2,63,35,96,158,7,89,84,182,159,196,119
1444,501249,1,49,38,25,141,122,89,84,53,217,158,166
1445,501249,2,44,38,132,41,158,12,84,114,81,18,202
1446,501248,1,51,33,100,129,28,130,84,30,120,247,141
1447,501248,2,40,33,29,61,124,89,84,73,114,48,141
1448,501247,1,45,19,96,158,7,89,84,90,212,106,141
1449,501247,2,67,19,101,118,124,89,84,206,169,168,235
1450,501246,1,39,46,60,24,102,89,84,58,100,98,141
1451,501246,2,54,46,105,57,172,89,84,27,162,173,141
1452,501245,1,41,11,132,41,124,89,84,30,120,247,141
1453,501245,2,68,11,29,61,91,89,84,53,217,90,141
1454,501244,1,57,19,108,110,124,89,84,73,114,48,107
1455,501244,2,48,19,100,129,124,89,84,69,190,238,83
1456,501243,1,42,35,96,158,9,89,84,68,218,151,141
1457,501243,2,37,35,25,141,175,110,83,60,169,168,141
1458,501242,1,46,27,101,118,154,89,84,190,72,221,85
1459,501242,2,60,27,11,148,167,89,84,69,118,238,167
1460,501241,1,50,7,60,24,102,23,84,73,202,121,141
1461,501241,2,60,7,100,129,170,89,84,129,213,74,73
1462,501240,1,61,22,25,141,175,88,84,30,203,127,209
1463,501240,2,72,22,29,61,124,89,84,68,244,190,202
1464,501239,1,49,35,96,158,7,89,84,53,217,173,141
1465,501239,2,32,35,132,41,158,12,59,60,169,258,141
1466,501238,1,52,13,11,142,124,89,84,73,114,25,141
1467,501238,2,59,13,100,129,124,89,84,190,72,100,182
1468,501237,1,54,46,29,61,109,89,84,53,85,173,141
1469,501237,2,49,46,132,41,158,89,84,30,120,250,209
1470,501236,1,70,22,96,158,7,89,84,23,159,173,141
1471,501236,2,68,22,60,24,102,89,84,201,236,178,235
1472,501235,1,32,38,25,100,175,54,84,210,170,98,141
1473,501235,2,55,38,11,148,167,89,84,45,138,18,203
1474,501234,1,45,11,108,110,53,89,84,53,85,173,141
1475,501234,2,40,11,71,144,158,12,59,181,118,80,92
1476,501233,1,51,27,29,73,109,89,84,210,170,221,86
1477,501233,2,60,27,11,77,124,89,84,30,224,217,104
1478,501232,1,59,19,100,129,170,89,84,206,243,274,146
1479,501232,2,64,19,96,158,7,89,84,73,23,224,99
1480,501231,1,50,38,138,22,124,89,84,34,118,238,92
1481,501231,2,41,38,101,118,53,116,84,172,218,79,141
1482,501230,1,77,13,29,166,124,89,84,27,162,167,159
1483,501230,2,44,13,60,24,102,89,84,99,35,247,177
1484,501229,1,62,27,145,1,114,43,40,210,200,199,86
1485,501229,2,41,27,135,77,124,89,84,206,169,120,235
1486,501228,1,27,7,39,144,158,89,84,200,95,48,24
1487,501228,2,59,7,100,145,149,106,84,53,85,173,141
1488,501227,1,44,13,108,110,154,89,84,30,120,166,177
1489,501227,2,59,13,150,87,109,62,84,34,212,106,141
1490,501226,1,41,22,27,70,102,87,84,172,81,243,141
1491,501226,2,62,22,138,22,124,89,84,129,31,196,20
1492,501225,1,30,38,11,77,172,76,102,200,89,25,141
1493,501225,2,46,38,100,129,144,130,84,93,238,179,76
1494,501224,1,52,35,150,87,109,89,84,206,169,274,141
1495,501224,2,49,35,96,158,7,125,39,30,120,217,141
1496,501223,1,42,13,39,144,158,89,84,72,159,240,159
1497,501223,2,68,13,60,24,124,89,84,53,85,60,141
1498,501222,1,49,11,138,22,124,89,84,121,118,238,92
1499,501222,2,46,11,101,118,124,89,84,172,81,18,202
1500,501221,1,32,46,39,144,158,70,84,181,118,209,83
1501,501221,2,44,46,108,132,135,45,84,53,85,173,141
1502,501220,1,54,33,150,87,109,89,84,200,89,25,141
1503,501220,2,55,33,100,129,124,89,84,30,158,127,177
1504,501219,1,41,11,100,129,28,130,84,53,217,83,141
1505,501219,2,42,11,39,144,124,89,84,200,89,25,141
1506,501218,1,45,46,101,118,154,45,84,53,217,83,141
1507,501218,2,53,46,39,144,158,89,84,121,118,238,92
1508,501216,1,51,13,108,110,154,131,84,53,213,140,153
1509,501216,2,37,13,71,144,55,12,84,200,106,106,141
1510,501215,1,23,27,100,129,162,130,98,189,159,51,141
1511,501215,2,35,27,60,83,87,87,38,5,151,121,159
1512,501214,1,17,11,138,114,122,138,54,41,160,178,141
1513,501214,2,44,11,28,6,124,89,84,144,138,56,141
1514,501213,1,48,7,108,110,154,45,84,192,107,225,141
1515,501213,2,56,7,29,166,124,89,84,58,168,108,167
1516,501212,1,54,35,152,142,172,89,84,53,213,140,141
1517,501212,2,53,35,71,144,124,89,84,83,99,221,217
1518,501211,1,36,22,138,100,139,54,84,204,6,121,24
1519,501211,2,36,22,11,145,149,106,84,144,138,129,141
1520,501210,1,47,46,60,98,32,89,84,192,120,109,141
1521,501210,2,52,46,29,61,124,89,84,129,31,146,141
1522,501209,1,54,38,56,28,124,89,84,200,104,125,93
1523,501209,2,45,38,101,54,154,89,84,41,74,269,138
1524,501208,1,51,35,100,129,170,106,77,210,99,136,20
1525,501208,2,41,35,152,57,167,89,84,94,6,196,70
1526,501207,1,52,7,105,151,122,89,84,53,213,242,141
1527,501207,2,54,7,132,41,19,89,84,144,225,173,141
1528,501206,1,30,33,56,28,183,4,84,192,107,253,141
1529,501206,2,58,33,29,166,109,89,84,41,243,178,138
1530,501205,1,41,19,101,132,141,45,84,189,159,218,98
1531,501205,2,41,19,60,83,87,87,84,200,106,125,92
1532,501204,1,42,38,138,141,122,89,84,82,25,100,217
1533,501204,2,39,38,49,142,172,110,84,186,175,251,141
1534,501203,1,40,11,56,28,183,89,84,57,182,6,99
1535,501203,2,53,11,100,129,16,89,84,41,160,269,75
1536,501202,1,53,7,60,83,32,89,84,53,213,242,113
1537,501202,2,57,7,106,41,124,89,84,85,159,51,178
1538,501201,1,26,13,29,61,109,89,84,82,200,136,86
1539,501201,2,36,13,19,57,167,110,118,192,120,253,141
1540,501200,1,59,27,101,118,154,89,84,172,225,187,202
1541,501200,2,33,27,138,141,84,88,84,200,106,106,167
1542,501199,1,39,35,127,41,169,89,84,204,114,25,6
1543,501199,2,41,35,100,7,149,130,84,53,213,242,141
1544,501198,1,50,22,60,83,124,89,84,206,74,178,141
1545,501198,2,40,22,28,6,79,146,4,189,159,218,141
1546,419165,1,57,7,101,118,154,89,84,23,200,98,110
1547,419165,2,31,7,152,142,71,133,72,200,104,108,141
1548,419164,1,48,7,138,114,124,89,84,192,45,253,141
1549,419164,2,58,7,55,73,124,89,84,144,225,56,18
1550,419163,1,46,7,60,83,124,89,84,53,213,242,141
1551,419163,2,60,7,132,41,124,89,84,189,159,85,49
1552,419162,1,38,7,49,142,172,110,72,74,243,178,235
1553,419162,2,50,7,28,6,183,89,84,82,100,221,217
1554,419161,1,57,11,100,129,124,89,84,144,225,56,202
1555,419161,2,59,11,138,141,122,89,84,94,6,196,134
1556,419160,1,42,13,29,61,109,89,84,53,213,242,141
1557,419160,2,36,13,39,144,19,58,84,30,120,253,141
1558,419159,1,43,15,108,110,154,45,56,67,159,32,141
1559,419159,2,51,15,60,83,32,89,84,200,118,106,144
1560,419158,1,47,11,115,16,172,89,84,192,107,262,141
1561,419158,2,58,11,29,90,74,148,84,82,25,136,39
1562,419157,1,63,19,100,129,124,89,84,74,243,178,235
1563,419157,2,43,19,28,6,183,4,84,94,6,196,24
1564,419156,1,54,15,138,100,139,54,36,67,159,32,141
1565,419156,2,36,15,60,98,124,89,84,144,138,56,141
1566,419155,1,24,22,106,9,55,86,79,200,104,125,141
1567,419155,2,52,22,101,54,124,89,84,53,110,90,141
1568,419154,1,52,38,115,16,172,89,84,214,50,87,146
1569,419154,2,47,38,28,6,183,89,84,82,200,136,86
1570,419153,1,25,22,105,151,122,36,84,129,31,51,141
1571,419153,2,47,22,60,83,124,89,84,144,138,129,141
1572,419152,1,77,3,29,166,124,89,84,5,114,196,24
1573,419152,2,54,3,11,129,114,125,84,192,203,109,141
1574,419151,1,36,45,28,6,183,89,84,53,213,242,141
1575,419151,2,26,45,132,41,19,86,84,41,169,87,231
1576,419150,1,33,38,105,151,122,54,84,200,168,106,103
1577,419150,2,51,38,108,110,124,89,84,43,175,151,18
1578,419149,1,60,13,60,83,124,89,84,83,25,98,141
1579,419149,2,69,13,49,142,172,89,84,189,159,218,88
1580,419148,1,44,19,127,41,169,12,84,192,120,225,141
1581,419148,2,40,19,29,61,109,62,84,53,213,173,141
1582,419147,1,46,45,100,7,149,130,84,200,106,106,103
1583,419147,2,44,45,108,110,124,89,84,94,6,25,159
1584,419146,1,55,33,138,100,139,89,84,82,238,221,39
1585,419146,2,41,33,115,16,172,127,90,144,225,56,141
1586,419145,1,57,19,9,28,183,89,84,67,159,32,178
1587,419145,2,56,19,60,83,124,89,84,41,169,274,75
1588,419144,1,38,11,29,61,124,89,84,73,114,6,134
1589,419144,2,34,11,100,145,149,89,84,30,120,253,141
1590,419143,1,43,38,127,41,169,12,84,82,25,136,39
1591,419143,2,31,38,19,125,167,133,45,53,110,173,141
1592,419142,1,53,22,28,6,124,89,84,30,222,253,135
1593,419142,2,48,22,29,61,109,89,84,60,236,178,141
1594,419141,1,22,45,100,129,170,106,84,200,118,96,141
1595,419141,2,38,45,47,110,124,89,84,150,114,6,134
1596,419140,1,48,13,138,100,124,89,84,53,213,140,129
1597,419140,2,44,13,132,115,124,89,84,144,121,243,116
1598,419139,1,53,11,60,98,32,89,84,82,238,136,141
1599,419139,2,66,11,115,16,172,89,84,27,159,146,49
1600,419138,1,48,3,108,132,135,45,84,192,228,222,141
1601,419138,2,56,3,29,61,109,89,84,200,106,125,92
1602,419137,1,36,22,100,129,124,89,84,53,213,113,141
1603,419137,2,34,22,71,144,55,89,84,94,23,6,34
1604,419136,1,47,33,9,28,124,89,84,144,138,18,141
1605,419136,2,43,33,139,151,122,89,84,41,169,168,231
1606,419135,1,59,11,47,110,154,89,84,82,25,136,141
1607,419135,2,55,11,115,142,25,133,84,200,106,106,103
1608,419134,1,58,13,29,61,124,89,84,189,162,167,141
1609,419134,2,45,13,60,83,128,87,84,192,120,253,141
1610,419133,1,47,22,100,7,149,130,84,82,100,136,39
1611,419133,2,50,22,19,57,167,133,84,94,235,6,159
1612,419132,1,46,3,28,6,183,89,84,53,161,240,129
1613,419132,2,48,3,106,41,124,89,84,214,50,168,235
1614,419131,1,40,13,29,61,109,89,84,186,175,251,141
1615,419131,2,52,13,138,141,122,54,84,30,120,253,141
1616,419130,1,53,7,100,129,170,89,84,67,159,32,88
1617,419130,2,57,7,60,83,32,87,38,57,114,25,220
1618,419129,1,59,36,28,6,124,89,84,200,106,209,92
1619,419129,2,35,36,108,110,154,45,84,74,243,178,141
1620,419128,1,63,19,101,118,154,89,84,57,182,121,24
1621,419128,2,32,19,100,7,170,113,77,200,104,125,144
1622,419127,1,32,33,145,28,12,4,84,192,107,253,141
1623,419127,2,48,33,29,140,109,62,84,130,169,269,141
1624,419126,1,65,36,82,129,124,89,84,192,107,225,141
1625,419126,2,49,36,99,29,109,62,48,150,114,6,134
1626,419125,1,41,4,82,7,149,130,98,200,104,96,144
1627,419125,2,61,4,108,110,154,89,84,150,114,6,134
1628,419124,1,41,33,108,22,154,89,84,130,117,274,141
1629,419124,2,46,33,151,158,143,42,84,200,104,147,103
1630,419123,1,33,19,106,41,112,121,84,46,32,196,217
1631,419123,2,65,19,100,129,124,89,84,53,213,242,141
1632,419122,1,50,3,88,151,124,89,84,30,222,253,136
1633,419122,2,35,3,150,29,109,50,84,70,138,250,151
1634,419121,1,46,22,60,83,32,89,84,39,164,48,141
1635,419121,2,59,22,19,148,101,47,84,129,98,32,171
1636,419120,1,42,2,108,110,154,89,84,70,57,250,151
1637,419120,2,45,2,88,151,124,89,84,200,135,106,103
1638,419119,1,47,3,145,28,173,89,84,30,107,225,215
1639,419119,2,50,3,150,29,109,89,84,130,117,269,141
1640,419118,1,36,36,100,129,16,106,77,39,100,48,141
1641,419118,2,26,36,49,82,172,23,101,46,32,121,141
1642,419117,1,26,2,60,83,32,28,82,53,213,242,141
1643,419117,2,32,2,106,41,112,89,84,129,98,32,171
1644,419116,1,53,13,101,118,124,89,84,30,120,170,27
1645,419116,2,57,13,29,61,124,89,84,200,104,19,103
1646,419115,1,45,19,145,28,143,42,84,70,57,250,151
1647,419115,2,57,19,88,151,139,89,84,130,117,274,231
1648,419114,1,59,13,60,83,124,89,84,46,132,196,99
1649,419114,2,62,13,100,129,167,89,84,27,159,116,84
1650,419113,1,46,11,106,41,112,89,84,83,47,171,47
1651,419113,2,45,11,49,82,172,114,84,53,213,173,141
1652,419112,1,55,19,108,110,154,89,84,126,182,121,3
1653,419112,2,39,19,100,129,167,89,84,200,96,106,103
1654,419111,1,32,36,60,83,32,89,84,24,35,127,183
1655,419111,2,50,36,29,61,124,89,84,129,75,32,125
1656,419110,1,54,22,106,41,124,89,84,47,175,243,123
1657,419110,2,45,22,88,151,139,36,108,53,213,140,141
1658,419109,1,32,11,49,82,172,23,101,130,117,134,141
1659,419109,2,59,11,145,28,124,89,84,167,47,48,140
1660,419108,1,21,33,101,118,68,89,84,118,61,167,141
1661,419108,2,45,33,60,83,124,89,84,200,118,106,167
1662,419107,1,25,3,88,151,124,89,84,83,47,171,47
1663,419107,2,50,3,49,168,172,114,84,195,175,56,202
1664,419106,1,51,7,106,41,124,89,84,130,117,274,146
1665,419106,2,65,7,145,28,190,42,84,53,213,242,141
1666,392239,1,51,28,100,129,124,89,84,99,27,222,80
1667,392239,2,56,28,29,61,91,149,84,94,182,163,24
1668,392238,1,37,28,60,83,124,89,84,195,175,243,141
1669,392238,2,42,28,138,100,139,126,36,118,159,32,141
1670,392237,1,36,44,145,28,60,105,84,73,114,33,141
1671,392237,2,43,44,100,129,167,106,84,57,160,122,141
1672,392236,1,39,44,29,61,109,89,84,53,213,173,141
1673,392236,2,50,44,106,41,124,89,84,192,120,222,141
1674,392235,1,47,44,49,168,124,89,84,200,104,96,144
1675,392235,2,49,44,108,110,124,89,84,39,100,171,47
1676,392234,1,45,18,88,151,139,89,84,73,114,25,34
1677,392234,2,67,18,100,129,124,89,84,195,57,151,202
1678,392233,1,49,18,60,104,32,89,84,57,160,122,141
1679,392233,2,36,18,145,28,143,89,84,159,159,218,141
1680,392232,1,49,28,106,93,55,89,84,200,72,106,141
1681,392232,2,58,28,101,118,124,89,84,53,213,140,141
1682,392231,1,42,44,49,168,172,89,84,30,222,217,104
1683,392231,2,57,44,79,61,124,89,84,106,164,46,47
1684,392230,1,39,30,95,83,32,30,84,73,153,121,34
1685,392230,2,63,30,100,129,124,89,84,159,159,218,49
1686,392229,1,41,28,145,28,90,89,84,47,138,142,202
1687,392229,2,56,28,138,161,124,89,84,130,117,193,235
1688,392228,1,83,28,108,54,63,89,84,128,201,109,223
1689,392228,2,70,28,53,10,109,89,84,200,104,190,144
1690,392227,1,44,42,106,41,124,89,84,25,47,171,141
1691,392227,2,81,42,36,168,172,89,84,182,110,242,141
1692,392226,1,55,30,145,28,124,89,84,18,159,32,178
1693,392226,2,49,30,60,83,124,89,84,130,77,248,70
1694,392225,1,41,18,53,166,91,89,84,53,110,242,141
1695,392225,2,47,18,106,41,124,89,84,192,35,109,177
1696,392224,1,39,18,130,129,170,89,84,172,231,142,53
1697,392224,2,44,18,138,161,139,88,84,5,23,196,118
1698,392223,1,41,18,36,168,172,114,84,200,96,106,144
1699,392223,2,56,18,108,54,154,44,84,133,47,221,100
1700,392222,1,30,44,106,41,112,110,84,129,87,32,141
1701,392222,2,51,44,60,83,161,69,84,53,110,242,141
1702,392221,1,50,44,53,10,91,89,84,130,77,248,141
1703,392221,2,37,44,145,28,52,60,84,30,107,222,141
1704,392220,1,56,6,108,110,124,89,84,134,57,243,116
1705,392220,2,63,6,138,161,139,89,84,200,17,106,103
1706,392219,1,36,28,100,129,170,106,84,133,149,46,110
1707,392219,2,21,28,68,168,40,133,72,28,6,196,99
1708,392218,1,50,42,138,161,139,36,84,53,213,113,201
1709,392218,2,52,42,106,41,124,89,84,114,131,56,202
1710,392217,1,38,6,60,98,32,89,84,98,230,106,144
1711,392217,2,30,6,108,110,154,131,84,18,159,32,178
1712,392216,1,49,6,36,168,172,89,84,192,35,109,183
1713,392216,2,63,6,53,166,91,89,84,83,50,171,130
1714,392215,1,55,5,100,129,124,89,84,67,160,75,141
1715,392215,2,29,5,145,28,90,4,84,5,32,25,99
1716,392214,1,48,44,147,151,139,89,84,61,159,32,145
1717,392214,2,46,44,60,83,124,89,84,201,225,56,202
1718,392213,1,56,44,36,168,124,89,84,66,160,76,70
1719,392213,2,54,44,145,28,90,89,84,41,127,46,140
1720,392212,1,24,44,106,41,112,12,104,200,17,173,141
1721,392212,2,41,44,101,12,154,45,115,53,110,242,141
1722,392211,1,32,18,29,73,189,77,84,5,32,25,99
1723,392211,2,39,18,100,129,170,89,84,99,35,109,177
1724,392210,1,34,18,138,161,124,89,84,83,50,46,141
1725,392210,2,17,18,152,148,150,66,17,194,225,243,116
1726,392209,1,29,5,60,83,32,7,84,192,35,109,141
1727,392209,2,20,5,29,73,189,77,84,129,31,177,141
1728,392208,1,48,28,145,28,90,89,84,200,104,19,103
1729,392208,2,56,28,108,110,124,89,84,96,160,70,70
1730,392207,1,35,42,53,166,91,96,84,201,225,56,141
1731,392207,2,36,42,138,161,139,89,84,30,107,260,141
1732,392206,1,48,28,106,41,147,79,84,5,32,25,99
1733,392206,2,51,28,100,129,170,106,84,53,110,173,141
1734,392205,1,57,42,36,168,172,89,84,129,91,61,33
1735,392205,2,49,42,60,83,124,89,84,133,47,136,47
1736,392204,1,35,18,108,110,154,89,84,5,32,196,99
1737,392204,2,46,18,100,129,167,106,112,200,96,125,92
1738,392203,1,55,5,145,28,124,89,84,53,110,242,141
1739,392203,2,59,5,106,41,124,89,84,130,169,193,70
1740,392202,1,51,44,100,129,170,10,84,53,110,242,141
1741,392202,2,59,44,106,41,147,89,84,5,32,121,24
1742,392201,1,53,44,28,158,90,89,84,194,225,56,116
1743,392201,2,48,44,138,161,139,89,84,130,77,82,141
1744,392200,1,38,18,100,129,114,89,84,194,131,243,53
1745,392200,2,51,18,138,161,124,89,84,5,182,33,24
1746,392199,1,50,18,106,41,124,89,84,194,225,142,53
1747,392199,2,55,18,138,161,124,89,84,53,110,242,141
1748,392198,1,35,44,106,125,48,12,84,206,225,56,141
1749,392198,2,43,44,11,161,124,89,84,204,17,158,141
1750,392197,1,53,42,108,54,124,89,84,185,120,25,106
1751,392197,2,46,42,100,153,120,106,67,57,104,44,119
1752,392196,1,41,18,39,13,124,89,84,192,31,181,141
1753,392196,2,63,18,73,129,124,89,84,51,160,248,141
1754,392195,1,32,29,60,39,135,77,29,129,238,142,141
1755,392195,2,44,29,138,160,118,44,84,148,32,169,178
1756,392194,1,58,42,49,168,124,89,84,30,186,260,231
1757,392194,2,14,42,63,10,139,87,11,200,138,173,141
1758,392192,1,44,18,11,161,170,88,107,51,160,28,141
1759,392192,2,36,18,39,13,183,120,31,206,231,18,141
1760,392191,1,73,18,115,115,112,89,84,28,179,21,103
1761,392191,2,55,18,60,110,124,89,84,132,235,60,141
1762,392190,1,62,29,73,129,131,66,92,206,231,251,53
1763,392190,2,51,29,11,161,170,134,84,27,114,181,141
1764,392189,1,48,18,49,168,39,89,84,87,70,44,119
1765,392189,2,50,18,47,118,21,143,84,200,138,178,159
1766,392188,1,44,29,84,151,185,89,84,133,217,127,24
1767,392188,2,43,29,100,153,120,106,67,129,82,142,141
1768,392186,1,72,18,73,107,149,66,84,132,52,60,141
1769,392186,2,27,18,115,115,19,79,93,209,114,32,141
1770,392185,1,32,42,60,110,53,77,29,30,243,203,141
1771,392185,2,40,42,14,73,139,7,84,89,118,33,20
1772,392184,1,35,29,49,168,39,89,84,130,64,28,141
1773,392184,2,48,29,39,13,124,89,84,200,138,196,141
1774,392183,1,35,29,108,54,38,89,84,206,197,187,141
1775,392183,2,35,29,11,161,170,89,84,37,70,106,219
1776,392182,1,52,29,100,29,124,89,84,89,113,33,178
1777,392182,2,48,29,60,110,124,89,84,133,133,242,6
1778,392181,1,43,29,73,129,74,66,84,129,82,142,177
1779,392181,2,53,29,84,151,24,89,84,209,31,121,141
1780,336040,1,41,7,115,115,112,12,84,30,135,269,215
1781,336040,2,37,7,14,73,124,89,84,132,139,51,141
1782,336039,1,49,46,47,118,124,89,84,51,160,193,28
1783,336039,2,30,46,39,13,124,89,84,37,100,106,119
1784,336038,1,68,46,100,29,124,89,84,206,197,187,53
1785,336038,2,43,46,11,161,170,88,84,133,217,127,141
1786,336037,1,44,35,49,28,172,89,84,148,107,218,34
1787,336037,2,31,35,60,66,75,99,29,200,138,196,141
1788,336036,1,51,38,84,151,24,44,84,30,135,269,215
1789,336036,2,42,38,14,73,124,89,84,129,82,142,141
1790,336035,1,35,11,106,125,112,89,84,130,110,28,141
1791,336035,2,42,11,39,13,183,42,84,122,163,152,141
1792,336034,1,65,19,73,129,124,89,84,37,100,106,119
1793,336034,2,42,19,108,54,38,143,84,209,114,32,141
1794,336033,1,42,22,84,151,185,44,84,85,138,131,235
1795,336033,2,65,22,49,28,136,133,84,129,249,217,116
1796,336032,1,38,13,147,6,170,126,83,30,135,253,141
1797,336032,2,46,13,14,114,91,7,84,206,175,18,141
1798,336031,1,57,33,60,110,109,89,84,205,100,146,92
1799,336031,2,57,33,47,118,38,116,84,89,179,33,178
1800,336029,1,40,22,39,13,183,42,84,133,217,127,24
1801,336029,2,57,22,100,29,115,89,84,67,160,113,210
1802,336028,1,48,46,119,104,74,66,84,30,135,253,141
1803,336028,2,39,46,14,73,139,89,84,209,114,32,141
1804,336027,1,39,11,106,125,112,12,84,129,249,26,141
1805,336027,2,37,11,150,151,185,1,27,132,139,51,141
1806,336026,1,60,19,49,28,124,89,84,206,225,56,151
1807,336026,2,57,19,9,145,124,89,84,200,138,180,159
1808,336025,1,47,11,16,158,55,42,113,148,32,125,141
1809,336025,2,44,11,101,70,109,55,84,130,78,113,210
1810,336024,1,47,35,73,129,74,66,47,185,120,145,140
1811,336024,2,81,35,100,29,124,89,84,209,114,32,145
1812,336023,1,42,38,108,27,68,116,127,132,148,152,141
1813,336023,2,46,38,106,89,147,12,84,57,104,214,86
1814,336022,1,44,13,49,28,124,89,84,99,217,145,140
1815,336022,2,55,13,100,29,161,106,84,200,138,180,159
1816,336021,1,47,46,150,151,63,89,84,206,231,251,202
1817,336021,2,34,46,136,145,166,88,96,129,249,26,116
1818,336020,1,31,13,39,13,183,42,114,30,135,253,141
1819,336020,2,56,13,14,73,124,89,84,130,110,82,141
1820,336019,1,32,33,101,70,109,89,84,57,83,106,171
1821,336019,2,43,33,47,118,124,89,84,131,179,109,103
1822,336018,1,37,46,73,129,131,89,84,132,139,158,141
1823,336018,2,32,46,106,125,108,114,84,94,222,197,33
1824,336017,1,43,11,49,28,136,31,118,193,160,113,156
1825,336017,2,37,11,145,120,55,89,84,200,138,196,141
1826,336016,1,53,33,14,73,139,7,84,129,249,26,141
1827,336016,2,59,33,150,151,124,89,84,30,135,253,141
1828,336015,1,29,38,9,161,170,15,84,133,47,242,24
1829,336015,2,47,38,100,95,41,67,84,206,88,254,202
1830,336014,1,39,35,101,70,45,89,84,27,222,121,161
1831,336014,2,46,35,73,129,74,89,84,131,179,109,34
1832,336013,1,43,22,145,41,143,89,84,129,176,26,141
1833,336013,2,46,22,150,151,124,89,84,67,160,113,210
1834,336012,1,40,19,49,28,172,89,84,57,104,81,171
1835,336012,2,41,19,108,54,154,143,84,200,138,196,141
1836,336011,1,57,38,101,70,45,89,84,133,47,25,118
1837,336011,2,66,38,100,29,115,106,84,131,179,125,94
1838,336010,1,40,11,106,35,124,89,84,30,135,253,141
1839,336010,2,58,11,14,73,139,89,84,132,226,158,124
1840,336009,1,38,13,49,28,172,89,84,206,26,243,141
1841,336009,2,32,13,18,6,170,88,84,200,138,131,141
1842,336008,1,42,7,150,151,63,16,84,192,114,32,141
1843,336008,2,43,7,55,129,131,89,84,129,176,26,116
1844,336007,1,57,22,145,41,124,89,84,132,226,152,141
1845,336007,2,51,22,106,35,124,89,84,193,110,168,156
1846,336006,1,50,19,86,95,41,106,84,30,207,260,110
1847,336006,2,35,19,14,73,139,7,84,185,120,6,141
1848,336005,1,63,38,47,118,124,89,84,129,24,217,116
1849,336005,2,54,38,150,151,124,89,84,57,104,146,171
1850,336004,1,48,7,55,129,131,89,84,200,138,131,159
1851,336004,2,67,7,152,57,172,89,84,192,114,32,141
1852,336003,1,66,33,101,32,124,89,84,201,225,243,26
1853,336003,2,25,33,18,6,170,88,96,131,179,33,94
1854,336002,1,47,35,145,120,55,89,84,79,35,72,110
1855,336002,2,39,35,14,114,13,89,84,67,110,248,138
1856,336001,1,57,22,106,35,124,89,84,185,120,6,24
1857,336001,2,59,22,29,72,115,106,84,132,226,152,141
1858,336000,1,64,38,147,7,122,89,84,57,134,106,171
1859,336000,2,37,38,108,54,180,111,84,201,175,18,202
1860,335999,1,35,35,150,151,118,44,84,131,179,33,141
1861,335999,2,37,35,101,70,45,61,56,129,82,275,141
1862,335998,1,43,13,152,57,136,89,84,39,6,242,24
1863,335998,2,38,13,62,95,41,89,84,200,138,196,141
1864,335997,1,32,11,106,35,112,110,15,57,104,214,141
