,innings,total_run,Venue,batter1,batter2,batter3,batter4,batter5,bowler1,bowler2,bowler3,bowler4
608,1,45,11,102,7,169,89,84,110,5,36,162
609,2,33,11,125,58,147,9,25,0,219,246,141
610,1,47,46,119,105,124,89,84,141,62,213,147
611,2,44,46,89,98,157,13,84,60,233,70,12
612,1,40,20,27,155,183,131,84,123,195,238,141
613,2,32,20,45,143,141,54,15,218,188,82,141
614,1,50,34,41,17,124,89,84,177,44,196,141
615,2,51,34,76,81,124,89,84,115,129,243,91
616,1,47,38,86,135,123,29,84,76,245,149,226
617,2,37,38,29,159,192,33,66,141,33,183,141
618,1,32,21,41,17,73,78,84,123,195,238,141
619,2,26,21,45,143,124,89,84,107,224,243,78
620,1,25,34,71,85,158,83,84,141,193,34,141
621,2,43,34,6,98,124,89,84,36,97,196,141
622,1,42,11,27,155,183,89,84,76,236,263,18
623,2,51,11,144,29,192,33,84,202,250,206,70
624,1,41,31,102,7,169,89,84,91,74,165,224
625,2,58,31,97,129,124,89,84,0,219,246,79
626,1,20,46,6,98,132,29,103,111,236,173,141
627,2,44,46,144,29,124,89,84,141,193,183,141
628,1,27,35,20,43,73,89,84,4,18,268,36
629,2,40,35,115,58,107,89,84,107,224,91,202
630,1,23,19,119,106,83,22,49,218,188,186,122
631,2,40,19,27,155,183,131,84,60,155,173,141
632,1,31,19,102,7,169,132,84,160,72,238,141
633,2,44,19,131,38,124,89,84,0,219,246,65
634,1,48,46,20,43,124,89,84,76,236,149,226
635,2,49,46,29,159,49,91,84,107,224,105,202
636,1,30,13,71,85,158,112,84,70,72,215,198
637,2,54,13,131,38,141,89,84,177,44,196,141
638,1,52,24,71,85,124,89,84,198,236,18,226
639,2,46,24,34,29,184,65,84,36,97,173,141
640,1,54,11,76,81,124,89,84,31,224,243,141
641,2,56,11,83,43,73,89,84,36,97,196,141
642,1,45,14,144,36,41,74,84,31,103,139,202
643,2,46,14,83,43,73,89,84,76,5,258,141
644,1,31,13,27,155,183,72,84,120,150,106,87
645,2,38,13,114,143,124,89,84,83,73,206,122
646,1,38,46,97,105,83,89,84,125,35,12,141
647,2,27,46,115,90,124,89,84,60,89,175,141
648,1,45,14,75,7,137,89,84,76,5,258,18
649,2,39,14,29,156,49,89,84,165,205,173,141
650,1,41,32,114,143,84,104,84,55,25,173,141
651,2,36,32,76,81,158,27,84,120,150,83,141
652,1,24,35,115,90,177,80,84,141,193,34,147
653,2,56,35,6,98,101,89,84,30,12,17,141
654,1,40,32,27,155,183,56,84,60,76,86,30
655,2,37,32,97,105,36,40,84,83,143,148,141
656,1,35,19,132,7,137,89,84,31,159,243,141
657,2,40,19,83,43,73,78,84,173,221,204,105
658,1,38,13,114,143,84,104,84,76,5,149,221
659,2,46,13,144,36,41,74,84,70,212,156,141
660,1,43,35,86,3,101,29,84,55,25,48,141
661,2,38,35,71,85,124,89,84,141,193,34,147
662,1,44,19,83,43,73,89,84,118,195,100,122
663,2,43,19,27,83,183,89,84,151,103,243,141
664,1,44,13,75,113,16,89,84,30,12,17,162
665,2,64,13,115,6,96,89,84,71,205,111,105
666,1,29,11,29,36,184,46,69,60,89,175,29
667,2,38,11,97,105,83,89,84,76,201,149,221
668,1,48,13,114,143,124,89,84,17,35,12,162
669,2,40,13,9,76,147,140,138,120,178,83,198
670,1,33,24,27,83,183,89,84,55,50,161,141
671,2,31,24,76,81,158,112,84,152,195,206,63
672,1,48,46,83,43,124,89,84,60,76,86,143
673,2,39,46,96,25,124,89,84,107,216,243,141
674,1,34,35,86,3,101,29,39,0,205,128,141
675,2,48,35,132,7,137,89,84,141,193,183,141
676,1,48,32,115,6,124,89,84,55,189,196,141
677,2,38,32,116,136,100,112,84,30,12,164,141
678,1,35,37,6,98,101,89,84,107,103,241,202
679,2,45,37,83,59,57,36,84,141,33,165,141
680,1,43,24,29,159,104,89,84,152,195,100,165
681,2,48,24,27,70,7,146,84,4,136,89,141
682,1,25,32,96,110,36,40,19,30,12,17,141
683,2,41,32,115,6,167,140,84,73,74,175,141
684,1,58,11,132,7,124,89,84,120,212,197,154
685,2,26,11,131,124,84,104,84,0,9,111,141
686,1,39,19,76,81,158,89,84,170,92,149,221
687,2,32,19,29,159,104,33,60,81,151,48,141
688,1,36,24,86,3,132,89,84,65,74,86,143
689,2,33,24,101,45,130,89,84,141,15,34,141
690,1,47,46,41,169,124,89,84,81,151,48,141
691,2,27,46,76,111,100,89,84,107,216,243,141
692,1,31,11,132,7,137,132,84,152,195,100,141
693,2,48,11,142,24,124,89,84,0,205,246,96
694,1,24,37,35,143,84,104,84,76,203,210,221
695,2,60,37,34,159,124,89,84,181,104,160,141
696,1,48,24,115,6,124,89,84,141,33,183,141
697,2,55,24,6,14,101,84,84,30,40,12,162
698,1,55,46,132,7,124,89,84,124,107,48,159
699,2,58,46,71,85,158,89,84,0,187,111,105
700,1,62,11,27,155,124,89,84,30,90,12,135
701,2,43,11,115,6,196,64,109,110,195,200,86
702,1,53,16,6,135,124,89,84,76,201,149,5
703,2,21,16,34,156,66,24,129,141,33,247,141
704,1,61,35,153,43,73,89,84,70,145,238,154
705,2,42,35,35,143,84,89,84,107,93,243,200
706,1,40,37,101,45,149,22,1,124,107,196,141
707,2,58,37,76,81,124,89,84,52,89,71,109
708,1,45,35,6,98,124,89,84,107,216,243,141
709,2,45,35,83,43,193,49,84,141,33,38,141
710,1,29,13,97,129,83,40,62,0,109,244,141
711,2,30,13,102,7,169,89,84,60,89,175,141
712,1,52,19,35,143,84,89,84,152,195,100,165
713,2,35,19,27,155,183,89,84,120,212,69,141
714,1,67,46,150,85,124,89,84,216,159,139,202
715,2,63,46,83,43,26,89,84,55,151,48,141
716,1,37,13,34,159,181,89,84,30,125,12,141
717,2,43,13,115,6,124,89,84,76,236,149,5
718,1,55,11,1,24,183,89,84,0,109,226,204
719,2,45,11,102,7,172,89,84,152,195,206,125
720,1,36,37,35,143,84,89,84,141,33,173,141
721,2,55,37,86,135,101,29,84,120,212,69,141
722,1,29,19,76,166,158,112,84,153,35,134,141
723,2,46,19,115,6,177,155,109,155,97,161,47
724,1,41,11,35,143,84,104,84,102,74,86,143
725,2,36,11,97,129,83,89,84,120,72,83,198
726,1,37,46,83,169,73,89,84,76,5,258,121
727,2,34,46,34,159,181,24,84,31,129,105,202
728,1,36,24,150,85,158,89,84,141,62,183,141
729,2,36,24,66,98,157,89,84,81,151,173,141
730,1,30,16,133,24,124,89,84,30,40,256,17
731,2,39,16,115,6,177,89,84,110,195,154,165
732,1,34,46,132,7,77,133,84,171,216,91,141
733,2,48,46,41,96,73,89,84,8,109,244,141
734,1,26,35,34,159,181,89,84,60,89,175,141
735,2,41,35,96,129,0,89,84,76,236,4,79
736,1,31,20,26,24,183,89,84,29,222,183,141
737,2,46,20,6,135,22,89,84,218,143,100,141
738,1,32,16,35,143,124,89,84,155,151,48,141
739,2,32,16,76,81,158,112,28,120,174,83,141
740,1,61,37,115,6,124,89,84,0,109,244,105
741,2,53,37,102,7,124,89,84,30,116,268,141
742,1,40,24,97,105,83,89,84,160,188,100,122
743,2,47,24,73,24,183,89,84,65,74,86,143
744,1,42,35,34,159,37,24,84,191,109,244,207
745,2,49,35,102,7,124,89,84,168,236,149,13
746,1,41,19,35,143,124,89,84,107,184,243,141
747,2,38,19,83,43,73,89,84,120,22,191,198
748,1,50,13,76,81,158,89,84,60,89,175,141
749,2,49,13,96,129,83,40,84,124,107,196,141
750,1,37,13,86,135,8,89,84,0,205,111,141
751,2,38,13,102,7,169,89,84,141,46,183,153
752,1,50,19,83,43,73,89,84,212,116,36,158
753,2,34,19,115,6,196,144,84,77,129,105,202
754,1,40,39,26,24,183,73,84,111,92,222,221
755,2,49,39,34,159,181,24,84,152,143,100,165
756,1,36,11,115,6,109,155,84,120,22,238,141
757,2,37,11,35,68,168,104,84,11,35,134,40
758,1,37,14,96,129,58,22,84,141,171,84,209
759,2,41,14,6,98,157,89,84,60,89,175,141
760,1,22,9,26,24,183,89,84,184,129,243,141
761,2,31,9,83,59,57,153,84,152,4,100,165
762,1,37,39,76,81,124,89,84,211,109,244,141
763,2,24,39,102,7,77,133,110,124,107,173,141
764,1,40,14,34,117,184,24,84,141,171,84,141
765,2,56,14,6,98,94,23,84,76,5,92,168
766,1,52,19,96,129,58,89,84,120,72,83,198
767,2,39,19,35,143,84,89,84,60,89,175,141
768,1,42,9,115,6,109,89,84,107,216,243,141
769,2,33,9,41,96,73,153,97,30,241,88,17
770,1,47,11,76,81,124,89,84,76,201,4,221
771,2,49,11,146,55,181,24,84,124,107,173,141
772,1,49,9,44,8,84,89,84,8,109,244,141
773,2,29,9,102,63,16,133,110,120,72,173,141
774,1,58,32,26,24,124,89,84,141,171,165,128
775,2,41,32,86,135,61,29,84,152,195,154,165
776,1,21,11,96,129,58,22,19,35,109,244,155
777,2,33,11,102,7,124,89,84,60,89,133,141
778,1,35,19,6,98,22,119,84,139,183,69,169
779,2,51,19,44,8,19,104,84,141,33,247,141
780,1,40,9,115,6,109,89,84,76,136,222,221
781,2,47,9,34,29,23,147,84,212,35,12,19
782,1,76,35,145,24,7,89,84,150,50,109,55
783,2,56,35,76,81,158,27,78,152,250,100,165
784,1,33,19,83,43,73,89,84,60,28,175,141
785,2,45,19,96,129,124,89,84,216,176,243,141
786,1,47,9,76,81,124,89,84,120,150,83,198
787,2,56,9,35,8,84,89,84,124,97,173,141
788,1,27,32,96,129,58,22,84,211,109,244,141
789,2,44,32,102,7,169,89,84,60,89,175,141
790,1,42,11,102,7,124,89,84,120,183,191,141
791,2,45,11,35,8,124,89,84,211,109,244,141
792,1,34,9,35,68,18,104,15,124,97,173,141
793,2,35,9,76,81,158,112,28,181,145,191,161
794,1,31,32,41,59,109,89,84,218,212,49,154
795,2,32,32,76,8,19,89,84,154,136,243,212
796,1,30,19,73,81,84,78,49,116,97,263,141
797,2,50,19,96,101,183,89,84,91,159,268,187
798,1,70,35,35,17,124,89,84,22,171,156,112
799,2,64,35,26,159,60,10,27,4,151,196,141
800,1,41,13,9,29,149,89,84,58,125,111,141
801,2,30,13,10,148,16,129,84,60,35,86,141
802,1,49,11,76,8,19,89,84,116,97,263,141
803,2,30,11,90,105,183,155,4,218,85,238,141
804,1,31,37,52,90,57,110,84,129,168,100,141
805,2,49,37,71,83,84,65,84,154,136,250,141
806,1,54,19,10,7,172,89,84,22,145,183,112
807,2,39,19,26,159,189,42,84,103,72,111,155
808,1,34,24,35,17,158,89,84,91,159,225,86
809,2,24,24,73,81,84,78,49,75,44,161,141
810,1,43,37,26,159,124,89,84,60,35,89,109
811,2,45,37,9,129,41,57,132,192,145,139,161
812,1,51,35,35,17,124,89,84,58,231,111,141
813,2,38,35,10,7,172,129,84,36,90,196,141
814,1,42,13,52,43,109,20,84,116,97,263,141
815,2,49,13,96,170,124,89,84,206,136,243,141
816,1,55,24,119,6,124,89,84,170,159,268,86
817,2,44,24,101,81,124,89,84,30,74,271,109
818,1,31,46,76,8,34,104,84,75,44,196,132
819,2,51,46,35,17,124,89,84,147,250,238,48
820,1,22,13,96,170,183,155,5,190,231,134,204
821,2,36,13,11,69,172,8,84,116,185,173,141
822,1,51,35,26,159,189,42,84,206,136,105,202
823,2,24,35,79,59,57,20,99,192,145,139,141
824,1,37,32,108,8,34,12,84,170,159,110,230
825,2,31,32,101,81,124,89,84,181,178,276,71
826,1,37,24,9,129,41,57,84,36,90,161,159
827,2,47,24,35,17,124,89,84,60,35,133,141
828,1,44,37,27,105,183,154,137,67,222,156,141
829,2,33,37,26,159,189,89,84,116,97,263,14
830,1,45,35,11,69,172,89,84,154,136,243,141
831,2,33,35,41,96,73,89,84,190,125,111,78
832,1,44,13,9,129,88,24,84,218,212,191,141
833,2,32,13,22,118,34,12,50,60,35,133,58
834,1,43,24,35,17,158,89,84,194,218,190,141
835,2,39,24,115,43,73,77,121,36,90,161,159
836,1,36,37,26,159,189,42,84,218,104,49,198
837,2,49,37,22,26,19,104,84,192,129,156,141
838,1,46,46,101,81,89,89,84,190,125,69,204
839,2,38,46,11,69,172,89,84,170,159,268,86
840,1,47,32,9,129,88,24,84,116,12,263,70
841,2,36,32,27,105,183,107,84,60,35,86,141
842,1,50,35,11,69,124,89,84,154,236,250,202
843,2,50,35,115,43,124,89,84,187,231,192,96
844,1,46,19,101,81,89,54,84,36,90,161,141
845,2,49,19,35,17,124,89,84,129,241,100,187
846,1,50,32,22,26,19,89,84,116,12,82,226
847,2,64,32,27,105,183,89,84,143,104,83,198
848,1,29,46,101,81,89,54,84,176,103,258,212
849,2,52,46,115,43,124,89,84,129,241,144,183
850,1,38,35,146,98,60,23,84,36,90,161,141
851,2,46,35,35,17,158,89,84,192,145,148,141
852,1,50,13,119,6,88,89,84,103,72,244,96
853,2,37,13,11,148,87,129,117,30,74,133,141
854,1,64,37,146,98,60,89,84,116,97,263,70
855,2,34,37,27,105,183,115,84,192,145,139,141
856,1,52,11,101,71,102,89,84,60,35,133,125
857,2,44,11,9,129,41,91,84,129,201,90,163
858,1,42,19,67,26,19,89,84,165,90,173,141
859,2,38,19,35,17,158,89,84,141,212,106,141
860,1,49,32,146,98,189,42,84,86,136,258,141
861,2,55,32,115,43,124,89,84,192,145,25,141
862,1,31,11,145,24,186,89,84,103,219,111,155
863,2,45,11,11,69,124,89,84,81,142,12,226
864,1,43,46,9,129,88,89,84,42,104,83,198
865,2,38,46,67,26,19,89,84,60,35,89,141
866,1,42,11,15,144,124,89,84,165,90,161,159
867,2,48,11,35,17,158,37,84,26,109,192,105
868,1,34,17,27,105,183,89,84,91,159,222,163
869,2,46,17,71,110,102,59,84,112,142,23,235
870,1,55,24,9,129,124,89,84,192,145,173,141
871,2,86,24,146,166,101,89,84,30,74,154,109
872,1,37,46,67,26,19,104,84,111,236,250,202
873,2,45,46,115,43,124,89,84,181,104,83,154
874,1,52,35,11,69,86,89,84,91,187,222,187
875,2,34,35,61,83,84,51,84,58,42,111,105
876,1,39,19,35,17,46,121,84,112,142,263,23
877,2,17,19,27,105,183,89,84,124,182,220,141
878,1,41,3,9,129,126,89,84,111,236,243,141
879,2,30,3,115,43,109,89,84,30,74,133,58
880,1,42,33,76,75,124,89,84,26,72,111,105
881,2,47,33,59,156,169,133,84,87,115,191,101
882,1,55,35,71,71,84,89,84,192,43,25,141
883,2,66,35,146,82,124,89,84,212,159,100,141
884,1,25,46,27,105,183,155,84,30,74,195,109
885,2,51,46,119,29,124,89,84,112,142,263,23
886,1,35,33,35,17,158,89,84,194,175,258,202
887,2,52,33,115,43,124,89,84,36,90,161,159
888,1,48,39,146,82,157,89,84,141,115,106,154
889,2,62,39,67,85,124,89,84,192,43,25,161
890,1,45,35,115,43,109,153,84,116,12,23,122
891,2,36,35,27,170,183,89,84,111,236,243,141
892,1,60,22,35,41,158,89,84,30,74,133,158
893,2,64,22,29,129,124,89,84,124,182,115,141
894,1,65,46,67,85,124,89,84,212,201,100,187
895,2,47,46,71,71,84,89,84,87,141,191,182
896,1,53,39,146,82,157,89,84,211,219,111,105
897,2,44,39,11,69,172,89,84,107,43,197,24
898,1,34,11,112,170,186,146,136,4,199,196,132
899,2,64,11,35,41,158,89,84,177,185,153,141
900,1,49,22,29,103,149,89,84,111,188,243,141
901,2,49,22,115,43,109,89,84,30,74,109,141
902,1,44,3,61,83,84,58,84,140,23,156,141
903,2,48,3,146,82,60,23,84,129,100,102,141
904,1,35,19,132,148,124,89,84,42,104,191,71
905,2,71,19,67,85,34,52,95,92,72,244,105
906,1,55,46,115,43,109,89,84,140,145,25,161
907,2,46,46,146,82,189,89,84,111,236,243,212
908,1,53,11,67,85,124,89,84,4,90,161,141
909,2,60,11,35,41,124,89,84,141,51,106,141
910,1,70,22,146,82,124,89,84,4,90,161,141
911,2,100,22,35,41,158,89,84,120,222,183,141
912,1,32,3,146,82,59,150,84,111,236,243,141
913,2,59,3,115,43,109,89,84,120,129,183,141
914,1,37,33,108,6,18,12,23,206,136,250,141
915,2,38,33,115,43,109,89,84,181,188,49,92
916,1,59,35,35,17,158,37,84,81,168,63,141
917,2,40,35,73,26,70,130,59,4,151,173,141
918,1,35,19,11,148,167,56,84,192,30,25,141
919,2,51,19,146,166,100,42,84,201,50,69,96
920,1,49,46,35,17,124,89,84,30,230,86,109
921,2,46,46,29,129,88,89,84,4,151,173,141
922,1,53,13,115,43,124,89,84,175,84,263,23
923,2,41,13,27,158,84,89,84,111,218,124,141
924,1,51,22,73,145,76,89,84,201,50,69,155
925,2,42,22,11,148,167,89,84,83,168,17,141
926,1,57,11,71,159,124,89,84,154,174,238,141
927,2,17,11,108,8,12,12,23,192,30,156,141
928,1,47,33,27,158,84,89,84,200,35,184,141
929,2,65,33,29,129,124,89,84,175,84,263,23
930,1,31,13,9,105,181,104,84,201,50,69,207
931,2,42,13,11,148,167,89,84,154,174,238,141
932,1,69,22,35,136,26,37,28,144,236,190,65
933,2,38,22,115,43,109,89,84,124,5,173,141
934,1,41,46,71,159,189,89,84,139,63,17,141
935,2,47,46,73,145,76,89,84,192,30,156,141
936,1,35,36,29,129,88,36,84,201,50,61,62
937,2,36,36,11,148,124,89,84,30,230,184,141
938,1,31,13,67,105,34,104,41,4,90,161,141
939,2,90,13,35,17,124,89,84,143,212,93,71
940,1,40,19,73,145,76,89,84,141,74,36,141
941,2,50,19,29,129,124,89,84,139,108,63,17
942,1,48,9,71,166,184,42,37,206,136,18,141
943,2,53,9,115,43,109,116,84,192,30,156,141
944,1,39,36,35,17,158,37,84,26,50,192,56
945,2,47,36,11,144,124,89,84,75,5,161,141
946,1,48,13,67,105,181,89,84,77,238,23,54
947,2,33,13,27,96,183,89,84,121,212,83,92
948,1,34,19,73,145,76,78,84,206,136,243,18
949,2,48,19,115,43,109,116,84,50,168,17,141
950,1,43,36,11,144,124,89,84,192,30,156,141
951,2,40,36,71,159,157,89,84,41,220,111,155
952,1,43,24,119,29,124,89,84,78,136,243,141
953,2,49,24,115,43,109,5,84,60,35,184,109
954,1,45,9,35,17,158,89,84,116,248,82,54
955,2,38,9,83,122,183,54,84,75,5,161,141
956,1,45,46,73,145,76,89,84,121,212,106,71
957,2,48,46,67,105,181,89,84,139,63,110,17
958,1,48,9,11,144,87,127,84,116,93,82,235
959,2,49,9,27,158,7,89,84,41,72,244,96
960,1,46,24,67,105,181,89,84,200,35,71,141
961,2,52,24,119,29,124,89,84,70,147,238,141
962,1,54,11,35,17,158,89,84,105,222,31,127
963,2,39,11,71,159,157,41,84,75,5,161,141
964,1,38,36,73,145,76,155,84,116,238,82,54
965,2,50,36,27,158,124,89,84,139,63,90,95
966,1,56,19,29,129,58,89,84,192,145,31,141
967,2,36,19,71,82,157,41,84,200,35,184,141
968,1,50,46,115,43,109,89,84,218,97,110,141
969,2,36,46,80,145,124,89,84,206,16,243,141
970,1,53,13,35,17,158,89,84,144,236,190,141
971,2,54,13,115,43,109,116,84,75,5,161,159
972,1,27,11,146,135,101,150,37,218,108,176,141
973,2,41,11,73,145,124,89,84,192,217,31,141
974,1,47,22,67,105,181,89,84,201,72,95,204
975,2,55,22,11,144,172,89,84,121,212,206,80
976,1,61,24,115,43,10,89,84,116,238,82,54
977,2,62,24,27,158,7,84,84,144,236,73,153
978,1,76,22,29,129,124,89,84,124,5,211,141
979,2,54,22,35,17,158,37,84,200,35,184,125
980,1,51,11,67,105,124,89,84,192,30,156,24
981,2,45,11,71,159,60,23,84,121,212,206,80
982,1,43,19,11,144,124,89,84,218,80,176,141
983,2,55,19,73,145,76,155,84,201,72,245,204
984,1,37,46,35,17,158,89,84,116,248,57,70
985,2,42,46,90,158,7,54,84,75,5,161,141
986,1,55,3,115,43,124,89,84,30,74,184,125
987,2,33,3,29,103,149,73,36,206,16,92,65
988,1,44,11,73,62,170,58,84,181,147,206,71
989,2,41,11,67,50,129,104,42,218,168,17,141
990,1,68,46,27,158,124,89,84,192,145,31,141
991,2,34,46,71,82,189,42,27,116,198,82,141
992,1,56,33,119,29,103,89,84,49,50,69,204
993,2,36,33,11,144,167,56,84,30,172,86,141
994,1,44,11,35,17,158,89,84,121,141,93,165
995,2,61,11,67,105,124,89,84,150,151,4,141
996,1,45,19,71,82,189,89,84,206,16,243,79
997,2,57,19,115,43,109,89,84,192,43,31,24
998,1,41,33,119,29,54,73,84,80,250,176,141
999,2,49,33,101,145,76,89,84,30,89,195,148
1000,1,39,46,27,158,7,89,84,121,212,106,80
1001,2,45,46,96,75,141,89,84,116,198,57,70
1002,1,36,17,35,17,158,37,84,41,219,30,155
1003,2,40,17,11,144,167,89,84,4,151,173,141
1004,1,56,11,29,129,124,89,84,192,30,43,68
1005,2,47,11,71,82,189,89,84,30,230,86,45
1006,1,16,33,35,17,124,89,84,170,250,173,141
1007,2,28,33,101,145,76,155,84,75,151,196,141
1008,1,72,11,150,82,60,41,27,116,198,57,70
1009,2,61,11,27,158,7,84,84,192,43,31,161
1010,1,46,35,67,105,141,12,84,206,136,250,141
1011,2,50,35,115,43,109,153,84,181,147,206,71
1012,1,68,13,29,129,103,89,84,116,84,57,14
1013,2,83,13,27,158,7,84,53,60,35,154,109
1014,1,41,36,150,82,59,42,39,142,90,4,141
1015,2,47,36,76,17,55,121,84,192,43,78,161
1016,1,66,35,11,144,124,89,84,29,136,258,212
1017,2,53,35,115,43,109,153,84,41,41,69,141
1018,1,54,17,101,145,124,89,84,116,12,82,54
1019,2,2,17,145,24,124,89,84,80,250,173,141
1020,1,29,36,29,129,54,73,58,181,147,206,141
1021,2,38,36,67,105,124,89,84,60,35,184,125
1022,1,48,2,67,105,124,89,84,150,5,173,141
1023,2,54,2,35,41,106,121,84,181,147,206,141
1024,1,41,35,27,158,124,89,84,41,109,69,204
1025,2,40,35,11,144,172,127,84,116,198,82,141
1026,1,29,19,27,158,7,84,84,4,182,173,141
1027,2,34,19,35,85,55,89,84,116,198,82,141
1028,1,61,17,67,105,141,89,84,4,151,196,166
1029,2,31,17,35,85,158,89,84,181,147,206,141
1030,1,37,35,67,118,63,47,16,160,89,164,141
1031,2,57,35,11,41,124,89,84,121,104,173,141
1032,1,35,19,73,110,170,56,118,14,236,115,141
1033,2,47,19,115,43,124,89,84,139,250,48,141
1034,1,52,2,71,82,124,89,84,141,176,111,185
1035,2,57,2,9,17,158,89,84,192,145,161,134
1036,1,49,46,27,158,7,89,84,4,35,171,141
1037,2,56,46,29,129,103,89,84,15,219,195,70
1038,1,40,13,115,43,109,89,84,201,104,157,141
1039,2,53,13,108,105,63,89,84,14,111,73,141
1040,1,57,19,11,41,89,89,84,141,208,192,55
1041,2,62,19,9,17,124,89,84,160,89,196,119
1042,1,37,36,71,82,157,89,84,218,173,48,50
1043,2,28,36,101,145,172,89,84,192,145,161,24
1044,1,36,2,29,129,103,36,84,111,236,250,141
1045,2,36,2,115,43,124,89,84,30,41,171,141
1046,1,31,13,108,50,129,47,84,141,72,173,141
1047,2,42,13,9,17,158,89,84,201,104,157,103
1048,1,49,46,11,41,89,89,84,192,119,25,150
1049,2,50,46,71,82,124,89,84,73,29,196,141
1050,1,63,13,27,1,183,89,84,218,50,167,141
1051,2,51,13,101,145,172,56,84,164,181,244,141
1052,1,40,36,77,9,129,104,84,30,41,154,140
1053,2,33,36,29,129,103,89,84,201,147,106,71
1054,1,41,19,71,82,157,89,84,111,236,250,141
1055,2,65,19,115,43,124,89,84,192,119,161,24
1056,1,49,13,145,70,7,89,84,201,147,106,141
1057,2,51,13,108,105,19,89,84,210,125,244,141
1058,1,50,46,9,136,26,89,84,30,41,171,56
1059,2,63,46,29,129,124,89,84,60,172,60,195
1060,1,48,17,145,70,7,89,84,73,167,30,141
1061,2,36,17,11,41,89,127,78,190,125,82,204
1062,1,41,10,101,145,172,89,84,201,147,106,103
1063,2,52,10,108,105,19,89,84,218,159,185,47
1064,1,35,41,71,82,157,23,84,30,41,61,140
1065,2,65,41,29,129,124,89,84,192,119,76,132
1066,1,50,10,145,144,7,89,84,141,72,192,191
1067,2,72,10,35,17,124,89,84,217,125,91,204
1068,1,31,40,11,41,167,89,84,111,16,250,202
1069,2,59,40,115,132,57,135,84,81,167,196,141
1070,1,39,40,108,9,129,89,84,192,145,25,141
1071,2,40,40,71,82,157,42,84,201,147,106,141
1072,1,27,41,29,8,149,36,29,11,154,175,141
1073,2,46,41,11,142,55,89,84,30,5,171,141
1074,1,71,41,35,17,124,89,84,218,203,48,141
1075,2,22,41,101,148,87,51,98,141,72,173,141
1076,1,59,10,115,43,124,89,84,201,147,106,71
1077,2,64,10,108,105,19,89,84,83,236,250,202
1078,1,48,10,11,146,167,89,84,141,72,173,141
1079,2,72,10,35,17,124,89,84,81,12,175,159
1080,1,37,40,101,145,172,56,119,14,107,243,141
1081,2,43,40,115,43,133,153,84,218,159,173,141
1082,1,49,10,29,129,91,89,84,103,219,195,226
1083,2,45,10,145,70,7,89,84,4,35,171,141
1084,1,59,40,71,94,124,89,84,141,72,207,141
1085,2,36,40,35,17,158,54,84,192,151,163,24
1086,1,54,41,11,146,167,89,84,201,147,125,92
1087,2,47,41,108,105,19,89,84,138,12,239,141
1088,1,40,40,60,24,183,89,84,14,136,243,141
1089,2,37,40,115,43,30,77,84,190,198,244,235
1090,1,35,10,35,17,12,121,53,170,50,276,137
1091,2,61,10,101,121,124,89,84,141,72,235,141
1092,1,40,10,115,43,124,89,84,192,151,163,24
1093,2,37,10,71,94,101,42,130,14,136,258,141
1094,1,48,41,111,148,87,89,84,11,167,239,141
1095,2,50,41,11,157,124,89,84,80,54,167,141
1096,1,26,41,35,17,158,54,10,30,5,171,141
1097,2,38,41,29,129,91,73,84,141,176,69,141
1098,1,60,40,11,157,171,89,84,190,181,51,204
1099,2,46,40,145,70,124,89,84,11,195,175,141
1100,1,45,41,71,94,64,89,84,170,159,48,237
1101,2,51,41,101,148,124,89,84,192,151,124,134
1102,1,51,11,29,129,124,89,84,201,147,83,92
1103,2,32,11,108,105,85,12,45,30,5,41,141
1104,1,28,11,115,43,109,116,122,141,72,68,141
1105,2,46,11,35,17,158,89,84,14,136,250,153
1106,1,56,13,145,70,124,89,84,192,30,161,134
1107,2,50,13,46,81,189,89,84,190,248,51,204
1108,1,34,13,29,129,91,89,84,11,195,173,141
1109,2,25,13,11,46,182,100,84,30,5,41,141
1110,1,25,35,145,1,32,57,84,201,147,106,103
1111,2,39,35,108,105,19,89,84,190,198,51,204
1112,1,51,19,29,129,124,89,84,80,168,167,141
1113,2,50,19,101,83,87,89,84,30,5,41,140
1114,1,21,43,108,156,19,88,84,192,151,25,141
1115,2,32,43,71,51,189,89,84,201,147,125,92
1116,1,42,15,27,158,7,89,84,141,72,223,155
1117,2,41,15,35,17,138,54,84,190,198,274,204
1118,1,37,35,11,157,59,131,84,14,136,250,141
1119,2,66,35,115,90,57,153,84,150,12,146,10
1120,1,47,33,46,81,189,89,84,30,5,171,42
1121,2,55,33,29,129,124,89,84,192,140,161,32
1122,1,45,46,108,87,124,89,84,170,50,276,141
1123,2,49,46,73,110,87,133,84,70,188,157,92
1124,1,51,22,115,43,109,89,84,190,198,91,204
1125,2,63,22,27,158,124,89,84,14,136,243,153
1126,1,28,17,101,145,87,133,84,11,65,175,141
1127,2,44,17,11,157,59,89,84,218,168,48,141
1128,1,63,46,27,158,124,89,84,192,151,126,102
1129,2,59,46,71,51,189,23,39,190,198,51,235
1130,1,44,13,115,43,109,97,84,141,72,68,141
1131,2,55,13,35,136,26,54,10,23,218,149,141
1132,1,46,38,29,129,124,89,84,218,96,176,50
1133,2,37,38,101,121,87,89,84,30,41,171,141
1134,1,52,17,46,81,124,89,84,76,12,65,143
1135,2,44,17,11,157,59,89,84,192,151,126,141
1136,1,49,33,108,87,122,55,45,141,72,68,141
1137,2,70,33,9,136,26,89,84,154,104,157,103
1138,1,48,43,115,43,28,89,84,30,41,132,56
